"mRNA","logFC","FDR","Delta","YA","OA","start","end","diff_exp","gene"
"ENSG00000015413",1.71100792487169,7.16193591293057e-17,153.59073735991,89.7662337662338,269.740740740741,89613308,89638456,"UP","DPEP1"
"ENSG00000197632",1.77125601875459,4.92838074130283e-18,152.926104060786,86.3376623376623,260.925925925926,63871692,63903888,"UP","SERPINB2"
"ENSG00000137441",2.70042530617073,7.36406536087037e-40,135.792815396014,50.2857142857143,307.416666666667,15960245,15969309,"UP","FGFBP2"
"ENSG00000104327",1.94978518935848,1.29944160953537e-21,107.580030869994,55.1753246753247,196.916666666667,90058608,90095475,"UP","CALB1"
"ENSG00000246430",1.55046895432583,6.10661111969594e-14,105.925219925078,68.3181818181818,182.018518518519,56496048,56559823,"UP","LINC00968"
"ENSG00000243137",2.36521506700167,4.07835488489044e-31,98.7707668564139,41.7597402597403,176.222222222222,43192702,43207299,"UP","PSG4"
"ENSG00000179914",3.09181594678917,4.71750936518515e-51,96.2277521620812,31.1233766233766,202.62962962963,160876540,160885180,"UP","ITLN1"
"ENSG00000100362",2.1452554203027,7.17377724122226e-26,95.7981917235175,44.6558441558442,191.212962962963,36800684,36819479,"UP","PVALB"
"ENSG00000204941",2.27018315646212,8.79212256934647e-29,95.4508827148844,42.0454545454545,171.990740740741,43166256,43186536,"UP","PSG5"
"ENSG00000231924",4.21512146353388,1.476146889445e-87,92.5958176047736,21.9675324675325,287.638888888889,42866464,42879822,"UP","PSG1"
"ENSG00000246363",1.72828554681386,3.67602334430633e-17,91.116560744037,52.7207792207792,186.268518518519,89010681,89309566,"UP","LINC02458"
"ENSG00000129437",1.98851227111524,2.13375892840199e-22,89.1085920971838,44.8116883116883,187.555555555556,51077495,51084245,"UP","KLK14"
"ENSG00000159261",1.60035601570892,8.50881200487423e-15,80.8179787933006,50.5,150.62962962963,36460621,36576569,"UP","CLDN14"
"ENSG00000225106",1.51927832831763,2.12193099808615e-13,80.3836351891692,52.9090909090909,121.064814814815,61738219,61755056,"UP","ENSG00000225106"
"ENSG00000170374",1.74759896889535,1.82263915045611e-17,79.4022726322127,45.4350649350649,171.342592592593,53326575,53345315,"UP","SP7"
"ENSG00000148600",1.59216350907212,1.21850323226392e-14,77.4163659476104,48.6233766233766,151.564814814815,84194537,84219621,"UP","CDHR1"
"ENSG00000166603",3.07016806898071,2.7971339612176e-50,76.3754147549681,24.8766233766234,129.481481481481,60371062,60372775,"UP","MC4R"
"ENSG00000166342",1.78280876829899,3.36996633819164e-18,73.4887666309219,41.2207792207792,139.361111111111,72742314,72868146,"UP","NETO1"
"ENSG00000074317",1.98749761218762,2.57876653857737e-22,73.3954475357858,36.9285714285714,151.907407407407,176620082,176630556,"UP","SNCB"
"ENSG00000166510",1.75314302881167,1.42131971932938e-17,68.8393239949619,39.2662337662338,93.537037037037,54901509,54959461,"UP","CCDC68"
"ENSG00000145721",2.116195624869,3.70681828706932e-25,65.5058736607175,30.9545454545455,129.509259259259,97091867,97142753,"UP","LIX1"
"ENSG00000129991",3.77694786225742,2.98918263241849e-72,63.9628573036841,16.9350649350649,190.916666666667,55151767,55157773,"UP","TNNI3"
"ENSG00000136931",1.56142319716003,4.29441517618819e-14,63.8358470735037,40.8831168831169,145.018518518519,124481236,124507420,"UP","NR5A1"
"ENSG00000178235",2.13854301149359,1.23035703083731e-25,60.2819169668421,28.1883116883117,137.703703703704,83877205,83882474,"UP","SLITRK1"
"ENSG00000250420",1.75577192547385,1.17712384357927e-17,59.8330588629009,34.0779220779221,97.2037037037037,178764861,178818435,"UP","ENSG00000250420"
"ENSG00000198535",2.14452818174666,9.08691361680783e-26,57.9718884455282,27.0324675324675,100.453703703704,62066977,62070917,"UP","C2CD4A"
"ENSG00000123999",1.8686213829837,7.59516135860489e-20,56.4833281674618,30.2272727272727,121.509259259259,219569162,219575711,"UP","INHA"
"ENSG00000105409",2.06291396620376,6.82616557233876e-24,53.9974428426452,26.1753246753247,107.75,41966582,41997497,"UP","ATP1A3"
"ENSG00000248698",1.53257338151963,1.4168119222515e-13,52.575228406287,34.3051948051948,93.0462962962963,14111968,14140052,"UP","KLF17P2"
"ENSG00000136696",1.56085383732391,4.9481686114205e-14,48.7918855381643,31.2597402597403,78.3240740740741,113022089,113052867,"UP","IL36B"
"ENSG00000197506",1.52858688103338,1.6883802164955e-13,48.1405608637136,31.4935064935065,83.5833333333333,84275457,84340758,"UP","SLC28A3"
"ENSG00000259974",1.94651045207959,1.97220119971489e-21,44.9846149282549,23.1103896103896,81.287037037037,22547671,22578642,"UP","LINC00261"
"ENSG00000189182",5.10564053954593,6.37800051153645e-119,44.8566990260107,8.78571428571429,320.240740740741,52689626,52703524,"UP","KRT77"
"ENSG00000186297",1.82403226819436,6.69657171278795e-19,44.4282145324483,24.3571428571429,68.4351851851852,26866911,26949208,"UP","GABRA5"
"ENSG00000135409",3.50823302184693,1.0327825835892e-63,43.3517366271085,12.3571428571429,155.759259259259,53423855,53431672,"UP","AMHR2"
"ENSG00000136695",1.69771515421946,1.78785012785994e-16,42.8617955818523,25.2467532467532,70.5833333333333,113058638,113065382,"UP","IL36RN"
"ENSG00000234810",1.53875879290188,1.19541836855619e-13,42.5456814297155,27.6493506493506,74.5185185185185,55329288,56070513,"UP","ENSG00000234810"
"ENSG00000172554",1.60615381458862,8.27764785509128e-15,41.4575416427907,25.8116883116883,64.3240740740741,950849,1367613,"UP","SNTG2"
"ENSG00000250748",2.50277079038727,2.37083804032901e-34,38.6141779088322,15.4285714285714,88.4537037037037,65466820,65642372,"UP","LOC105369187"
"ENSG00000196132",1.87806496028182,5.85367127597645e-20,38.2076462374218,20.3441558441558,70.4259259259259,64102394,64242253,"UP","MYT1"
"ENSG00000134160",5.36290648863041,1.91999851729207e-129,37.9930583058167,7.08441558441558,248.601851851852,31001061,31161273,"UP","TRPM1"
"ENSG00000164588",2.16043733283163,5.03898967317413e-26,37.5831923029606,17.3961038961039,73.8518518518518,45254948,45696498,"UP","HCN1"
"ENSG00000109193",1.83869315811229,3.5013652048386e-19,37.0484731793664,20.1493506493506,61.1851851851852,69841212,69860145,"UP","SULT1E1"
"ENSG00000164175",3.47950943245582,1.47355782474435e-62,36.8511680801003,10.5909090909091,113.212962962963,33944623,33984693,"UP","SLC45A2"
"ENSG00000183668",2.42487244581159,2.49460265992293e-32,35.6330282134522,14.6948051948052,71.962962962963,43211791,43269530,"UP","PSG9"
"ENSG00000234224",2.24295001268203,4.8864988922765e-28,34.9113713012911,15.5649350649351,54.1666666666667,124030921,124033067,"UP","TMEM229A"
"ENSG00000243709",3.15125372771646,1.98867650072466e-52,34.2545372740088,10.8701298701299,114.796296296296,225886282,225911382,"UP","LEFTY1"
"ENSG00000260454",1.55903348788502,6.54525312250719e-14,33.3167481079844,21.3701298701299,57.2037037037037,90996949,91001901,"UP","LINC02957"
"ENSG00000243130",1.78233705656506,4.54491178366508e-18,33.1468398052099,18.5974025974026,51.1203703703704,43007656,43026474,"UP","PSG11"
"ENSG00000267339",1.90620614849703,2.09119174193091e-20,29.9175341618008,15.6948051948052,53.1666666666667,28883430,28970874,"UP","LINC00906"
"ENSG00000268621",2.81515351596449,2.0106201296266e-42,28.3708977712785,10.0779220779221,69.9814814814815,46189029,46203160,"UP","IGFL2-AS1"
"ENSG00000179873",1.78941075226244,4.60443925797255e-18,26.3066619683258,14.7012987012987,50.6018518518519,55785397,55836800,"UP","NLRP11"
"ENSG00000163736",2.86684722747405,7.10757119387255e-44,25.3548436611666,8.84415584415584,67.2407407407407,73986439,73988190,"UP","PPBP"
"ENSG00000288638",1.65270207910503,1.52889327622962e-15,24.9729723251779,15.1103896103896,44.0925925925926,166167920,166171376,"UP","LNCDAT"
"ENSG00000168143",2.27109849499048,1.70844893550774e-28,24.3774403390861,10.7337662337662,48.0277777777778,54846771,54945099,"UP","FAM83B"
"ENSG00000287996",2.47460514533078,3.08374678877835e-33,24.3121921096459,9.82467532467532,50.8888888888889,63397011,63513393,"UP","LOC124903236"
"ENSG00000174527",1.99188838742148,4.6973901083134e-22,24.2518878338655,12.1753246753247,43.75,109347903,109455523,"UP","MYO1H"
"ENSG00000174697",1.598154387521,1.69113519532065e-14,24.2421340860328,15.1688311688312,43.8796296296296,128241278,128257629,"UP","LEP"
"ENSG00000167656",1.63411141040658,3.16381415603831e-15,24.1508933122427,14.7792207792208,38.6944444444444,142784882,142786539,"UP","LY6D"
"ENSG00000226571",2.30099519825564,4.07078029823001e-29,23.8018529274106,10.3441558441558,55.3518518518519,139271362,139667284,"UP","ENSG00000226571"
"ENSG00000004939",1.58444640957457,2.87215511691524e-14,23.3654402347003,14.7467532467532,43.25,44248390,44268141,"UP","SLC4A1"
"ENSG00000108849",2.78446059358952,2.12178591378564e-41,21.1365872331568,7.59090909090909,51.2685185185185,43940804,43942476,"UP","PPY"
"ENSG00000205592",3.7439042783443,3.47245316480625e-69,20.7859620648336,5.55194805194805,65.1296296296296,40393395,40570832,"UP","MUC19"
"ENSG00000077498",5.28360441694547,7.81907059056492e-122,20.7227082326952,3.92207792207792,154.490740740741,89177875,89295759,"UP","TYR"
"ENSG00000285051",2.78077226983275,3.0376392963036e-41,19.5376337399937,7.02597402597403,47.1203703703704,170448639,170860993,"UP","SLC7A14-AS1"
"ENSG00000132677",2.83497293099213,4.23100037391838e-43,18.9427736752656,6.68181818181818,53.4351851851852,156369211,156385219,"UP","RHBG"
"ENSG00000286056",5.41945975787986,3.75476123293252e-127,18.8625352611922,3.48051948051948,171.361111111111,98420448,98423721,"UP","ENSG00000286056"
"ENSG00000261780",1.66333332984839,1.43482995498026e-15,18.2426622994411,10.9675324675325,37.3148148148148,73324941,73349879,"UP","LINC02582"
"ENSG00000179270",1.93387317501204,9.0485636937568e-21,18.2211037463797,9.42207792207792,37.0648148148148,29060976,29074523,"UP","PCARE"
"ENSG00000225156",2.21992529903419,5.75518034127725e-27,18.0621194785054,8.13636363636364,29.0555555555556,44954664,44968762,"UP","ENSG00000225156"
"ENSG00000167916",2.20703055465703,1.23664759586881e-26,17.7708953751605,8.05194805194805,33.9351851851852,40697991,40703752,"UP","KRT24"
"ENSG00000258489",2.01136579945232,2.65717476452682e-22,17.5537378861294,8.72727272727273,19.2037037037037,95463587,95493843,"UP","LOC105370993"
"ENSG00000162897",2.96174141337823,1.13767843430233e-45,17.1742537801737,5.7987012987013,31.6944444444444,206957965,206970625,"UP","FCAMR"
"ENSG00000149635",1.5442690371678,2.33407249025696e-13,15.9942150278094,10.3571428571429,35.8888888888889,46540946,46550654,"UP","OCSTAMP"
"ENSG00000256870",2.43642170784576,9.29654229256426e-32,15.8683829413591,6.51298701298701,27.8703703703704,101155493,101210238,"UP","SLC5A8"
"ENSG00000147689",1.62450371359625,7.91700328817309e-15,15.8441855702699,9.75324675324675,23.3240740740741,123178960,123210079,"UP","FAM83A"
"ENSG00000230876",1.65794383737575,1.73682314943336e-15,15.8365934076606,9.55194805194805,23.9351851851852,32825359,32926693,"UP","LINC00486"
"ENSG00000182261",2.18739166953321,4.09594668582921e-26,15.5816146849216,7.12337662337662,34.8981481481481,7957537,7965426,"UP","NLRP10"
"ENSG00000126231",2.10265870683964,5.49414405514754e-24,15.2647560665371,7.25974025974026,19.5833333333333,113158648,113172386,"UP","PROZ"
"ENSG00000144820",2.61145298751032,5.40270993475796e-36,14.7869286046039,5.66233766233766,35.25,100609601,100695479,"UP","ADGRG7"
"ENSG00000165583",1.62133094227933,8.78663743844109e-15,14.760428448543,9.1038961038961,25.787037037037,48186220,48196763,"UP","SSX5"
"ENSG00000205649",4.24702787426348,5.40067543639164e-85,14.2854573952499,3.36363636363636,67.1388888888889,70028455,70036538,"UP","HTN3"
"ENSG00000173093",3.27512223005414,2.13003100419647e-54,13.7384997442531,4.19480519480519,40.6111111111111,110846769,110907535,"UP","CCDC63"
"ENSG00000198812",3.26776785727066,1.209549266233e-53,12.8588787110781,3.93506493506493,36.2592592592593,69608564,69610907,"UP","LRRC10"
"ENSG00000204897",1.71127274439083,3.95568211114162e-16,12.8456577436091,7.50649350649351,24.5462962962963,40748021,40755331,"UP","KRT25"
"ENSG00000282933",1.90481229536655,5.09387253708438e-20,12.7647161611577,6.7012987012987,27.4351851851852,119942834,119992810,"UP","ENSG00000282933"
"ENSG00000244675",1.62310629892427,1.20264585045091e-14,12.7213591091013,7.83766233766234,24.3981481481481,194496317,194501503,"UP","ENSG00000244675"
"ENSG00000205628",1.99502557798538,1.5514890791716e-21,12.5919796220895,6.31168831168831,25.6111111111111,53655508,53811952,"UP","LINC01446"
"ENSG00000196767",1.79895206666452,5.31386956870287e-18,12.5693014527988,6.98701298701299,21.1018518518519,83508290,83512127,"UP","POU3F4"
"ENSG00000226087",2.42231260591384,5.08432312268098e-31,12.5519835033717,5.18181818181818,29.6111111111111,47225781,47240886,"UP","LOC124907763"
"ENSG00000249797",1.69766461278562,6.59938208834118e-16,12.467913487406,7.34415584415584,25.2222222222222,117730515,118266267,"UP","ENSG00000249797"
"ENSG00000166917",4.94778411592619,2.24119588674936e-108,12.4337172263859,2.51298701298701,95.7407407407407,133246478,133247891,"UP","MIR202HG"
"ENSG00000221852",2.03416358271548,2.89546462705732e-22,12.3634877494915,6.07792207792208,20.5,41026026,41027208,"UP","KRTAP1-5"
"ENSG00000236975",1.5684831385821,1.11766787814573e-13,12.0997270690619,7.71428571428571,20.1574074074074,229087114,229205428,"UP","LINC02815"
"ENSG00000165972",1.5823166315743,5.630173408485e-14,12.0523208366017,7.61688311688312,20.1759259259259,95867048,95942635,"UP","CCDC38"
"ENSG00000170423",2.59002112142729,4.08583667975475e-35,11.8569148740665,4.57792207792208,29.3888888888889,52837804,52849092,"UP","KRT78"
"ENSG00000261520",3.65220948456511,3.29333227075804e-64,11.3835100817614,3.11688311688312,33.9722222222222,4264602,4295405,"UP","DLGAP1-AS5"
"ENSG00000163810",1.51430971917664,9.79511679901151e-13,10.8164979941189,7.14285714285714,21.0185185185185,44874608,44914990,"UP","TGM4"
"ENSG00000131738",3.36537824948946,3.63686567603677e-56,9.96501611537137,2.96103896103896,32.3888888888889,41363498,41369813,"UP","KRT33B"
"ENSG00000163217",2.44927705453435,3.53914376207447e-31,9.74939502876337,3.98051948051948,24.6759259259259,68860909,68871397,"UP","BMP10"
"ENSG00000258140",2.44797883037795,2.53803010735595e-31,9.74422742221872,3.98051948051948,19.2685185185185,69212108,69224242,"UP","ENSG00000258140"
"ENSG00000144119",1.75603872689548,1.1017280922602e-16,9.36173892715058,5.33116883116883,17,119156243,119158751,"UP","C1QL2"
"ENSG00000268223",1.7877868594846,3.19144532315042e-17,9.24076844253077,5.16883116883117,19.2037037037037,116032324,116060118,"UP","ARL14EPL"
"ENSG00000170890",1.58388185155699,1.04688256139227e-13,9.21531259087702,5.81818181818182,19.3518518518519,120322115,120327779,"UP","PLA2G1B"
"ENSG00000249196",4.62739294395051,9.91349329535249e-95,8.83411380208734,1.90909090909091,42.5462962962963,129109629,129113294,"UP","TMEM132D-AS1"
"ENSG00000185594",1.51746145931795,1.35915732699533e-12,8.75003750567752,5.76623376623377,14.2222222222222,96783389,96785615,"UP","SPATA8"
"ENSG00000171794",1.55506774256576,3.63998391049041e-13,8.54277474162751,5.49350649350649,12.3981481481481,133230217,133231558,"UP","UTF1"
"ENSG00000237870",1.519595154642,1.12813526762454e-12,8.52552086760189,5.61038961038961,15.1944444444444,116275606,116286734,"UP","LOC102724434"
"ENSG00000284640",3.24928271940737,7.97009080233207e-52,8.2920007060201,2.55194805194805,25.4259259259259,35141515,35146435,"UP","LOC105378644"
"ENSG00000171446",2.0238359046711,2.41703951475042e-21,8.18733615980583,4.04545454545455,16.6203703703704,40776808,40782550,"UP","KRT27"
"ENSG00000226954",1.98435391411333,7.36279352758395e-21,7.8987594113732,3.98051948051948,13.2037037037037,49718053,49724506,"UP","ENSG00000226954"
"ENSG00000253230",1.77307132023505,6.9619948005476e-17,7.88671334000655,4.44805194805195,12.7777777777778,9899871,9906678,"UP","MIR124-1HG"
"ENSG00000121335",6.94796016619526,3.22140475956206e-178,7.80517603085571,1.12337662337662,147,11391540,11501041,"UP","PRB2"
"ENSG00000286377",4.37486435273347,2.2047528898888e-86,7.75544135257297,1.77272727272727,35.712962962963,15425758,15496353,"UP","LOC124900945"
"ENSG00000248371",1.98656850483722,9.58694729601616e-21,7.57217995025617,3.81168831168831,15.037037037037,72574120,72660669,"UP","ENSG00000248371"
"ENSG00000228740",3.48100877544759,6.2339941895561e-58,7.54972033116555,2.16883116883117,25.6759259259259,27038978,27161319,"UP","GABRG3-AS1"
"ENSG00000234710",1.89074430668619,5.96025114268535e-19,7.37881382024934,3.9025974025974,15.0833333333333,9621764,9769513,"UP","LOC105375148"
"ENSG00000185002",2.43823343451356,1.13293464938963e-30,7.34636567282007,3.01298701298701,14.8888888888889,116877212,116932161,"UP","RFX6"
"ENSG00000147160",2.56375505970777,2.38533844663618e-33,7.30836669617995,2.85064935064935,18.2407407407407,70040542,70049938,"UP","AWAT2"
"ENSG00000165805",2.40267875403396,2.05577333198003e-29,7.28604531255754,3.03246753246753,15.25,87980035,88034037,"UP","C12orf50"
"ENSG00000166006",4.80979760120448,2.07886362893386e-100,7.21469640180671,1.5,37.6296296296296,75040077,75209839,"UP","KCNC2"
"ENSG00000130182",2.15052858633596,7.12588117360503e-24,7.20566721135946,3.35064935064935,12.4166666666667,3088890,3099295,"UP","ZSCAN10"
"ENSG00000242550",2.04799108006854,6.4354022645653e-22,7.08817691997748,3.46103896103896,14.287037037037,63897174,63936111,"UP","SERPINB10"
"ENSG00000255583",2.1577542850121,4.47267542697119e-24,7.00569573055877,3.24675324675325,15.1574074074074,63682523,63724935,"UP","ENSG00000255583"
"ENSG00000168269",2.61360037091037,4.28683991526487e-34,6.83948668491479,2.61688311688312,19,170105897,170109734,"UP","FOXI1"
"ENSG00000255774",3.83500326279257,1.2222270563931e-66,6.49958345187572,1.69480519480519,14.6296296296296,69475567,69481545,"UP","LINC02747"
"ENSG00000265646",1.91534172293933,3.83710477974364e-19,6.38032664849271,3.33116883116883,8.12962962962963,27082690,27084036,"UP","TUFMP1"
"ENSG00000232903",4.56145195199312,3.66909316425177e-91,6.27940138845807,1.37662337662338,27.8611111111111,132943967,132965289,"UP","LINC01166"
"ENSG00000231976",3.36760286728947,2.29132250512047e-54,6.27598716176673,1.86363636363636,19.287037037037,26647986,26653454,"UP","ENSG00000231976"
"ENSG00000266976",3.08226219216949,1.23146863591679e-46,6.24458314257716,2.02597402597403,17.6018518518519,28606688,28615229,"UP","LOC102724908"
"ENSG00000134193",1.65912438771005,3.20393177879038e-14,6.02240605668776,3.62987012987013,13.4166666666667,119794017,119811580,"UP","REG4"
"ENSG00000148604",2.23873467174465,1.74036899559925e-25,5.90211868005408,2.63636363636364,11.537037037037,84230666,84259960,"UP","RGR"
"ENSG00000143954",2.09326528686357,2.57876653857737e-22,5.84483164513854,2.79220779220779,11.787037037037,79025686,79028505,"UP","REG3G"
"ENSG00000176566",3.80355419921276,1.38243521877325e-65,5.80412491438311,1.52597402597403,23.8518518518519,87870747,87874015,"UP","DCAF4L2"
"ENSG00000215478",2.17486339862912,3.94277892442524e-24,5.79022073661,2.66233766233766,13.5092592592593,23359603,23387731,"UP","ENSG00000215478"
"ENSG00000099715",1.87404654734422,2.76510572492041e-18,5.73166184285147,3.05844155844156,10.6018518518519,5000226,5742224,"UP","PCDH11X"
"ENSG00000256915",1.76526650514626,3.18702514857711e-16,5.69699644842656,3.22727272727273,11.2777777777778,65622273,65663299,"UP","ENSG00000256915"
"ENSG00000262732",2.17560369772995,5.08009019523954e-24,5.60853680518696,2.57792207792208,11.1203703703704,13930677,13935635,"UP","ENSG00000262732"
"ENSG00000269037",5.5198870687862,8.60721983082725e-123,5.34066995616327,0.967532467532468,59,34905315,34908188,"UP","LINC01838"
"ENSG00000226695",1.67519182572703,3.05458637178913e-14,5.05820908417577,3.01948051948052,8.83333333333333,24750657,24752171,"UP","ENSG00000226695"
"ENSG00000178522",1.75757807345268,6.1713669844495e-16,5.03306448306905,2.86363636363636,9.53703703703704,70592256,70607288,"UP","AMBN"
"ENSG00000126549",3.11911685507024,6.89115781216193e-46,4.82045332147219,1.54545454545455,15.9166666666667,69995966,70002570,"UP","STATH"
"ENSG00000233215",1.79314722239231,3.57716459794107e-16,4.75067575802637,2.64935064935065,9.89814814814815,22008756,22098518,"UP","LINC01687"
"ENSG00000286284",3.03366488903792,7.51681753788778e-44,4.7080903148056,1.55194805194805,15.1666666666667,83996173,83997597,"UP","ENSG00000286284"
"ENSG00000233079",3.65197255677528,1.05746122199473e-60,4.62425096474792,1.26623376623377,17.6203703703704,55868254,55950119,"UP","LINC01755"
"ENSG00000126266",2.25237799968592,4.44735113555746e-25,4.60713681753938,2.04545454545455,11.9259259259259,35351552,35353862,"UP","FFAR1"
"ENSG00000184735",1.95748566534351,1.00384790032756e-18,4.60136240814514,2.35064935064935,10.0092592592593,22999960,23003589,"UP","DDX53"
"ENSG00000165370",1.86939692373141,8.40897622497532e-18,4.5642418397598,2.44155844155844,8.94444444444444,137023929,137033995,"UP","GPR101"
"ENSG00000286976",1.97747579973179,1.52311861375092e-19,4.54562618899386,2.2987012987013,9.5,42649520,42657893,"UP","ENSG00000286976"
"ENSG00000091664",1.67343865431936,2.64592087552955e-14,4.1727301510301,2.49350649350649,8.67592592592593,22338381,22379503,"UP","SLC17A6"
"ENSG00000228999",2.53086375149055,9.17543417999109e-31,4.05924251050758,1.6038961038961,9.24074074074074,21932662,22536322,"UP","LINC01830"
"ENSG00000231754",3.35013928695346,1.00573157819586e-51,4.02451797458695,1.2012987012987,15.0185185185185,21521678,21523783,"UP","ENSG00000231754"
"ENSG00000249945",2.22563585326736,2.50789670064861e-23,3.84428011018908,1.72727272727273,9,175457726,175473197,"UP","ENSG00000249945"
"ENSG00000225110",2.78747624576124,3.289771586307e-37,3.81920446659494,1.37012987012987,9.89814814814815,153317680,153321767,"UP","PNMA6F"
"ENSG00000254584",3.86660104172869,1.77531517814788e-64,3.81638544378416,0.987012987012987,15.8333333333333,32035979,32041318,"UP","LINC03031"
"ENSG00000184303",2.89184005141278,2.12455246183025e-38,3.71808006610215,1.28571428571429,10.1666666666667,91684447,91685884,"UP","ENSG00000184303"
"ENSG00000271171",4.243542118508,2.91562730472307e-76,3.361767132844,0.792207792207792,20.0925925925926,34891605,34905139,"UP","LINC00904"
"ENSG00000228383",4.93897400549213,2.1935984800097e-97,3.17505471781637,0.642857142857143,26.3981481481481,9367803,9375681,"UP","FAM197Y7"
"ENSG00000285636",4.75280390132741,6.49403532046925e-91,3.02451157357199,0.636363636363636,18.0833333333333,162146709,162175243,"UP","ENSG00000285636"
"ENSG00000174667",5.60590213462612,7.27647163878046e-118,2.65734321966043,0.474025974025974,23.3333333333333,9210276,9219589,"UP","OR7D4"
"ENSG00000225560",5.3079990099799,1.03303827516491e-102,1.68890877590269,0.318181818181818,19.3425925925926,9347511,9356814,"UP","ENSG00000225560"
"ENSG00000286941",5.1312034442073,7.82529756678224e-95,1.46605812691637,0.285714285714286,13.6481481481481,22630546,22633849,"UP","ENSG00000286941"
"ENSG00000241328",8.62458445503439,4.56844948096399e-217,1.17607969841378,0.136363636363636,114.453703703704,86481943,86496996,"UP","LINC02070"
